Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
244998,RONA ROAD,Gospel Oak,NW3 2HY,OUTSIDE 9,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528085,185606,-0.153867,51.55481,POINT (-0.153867 51.55481),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242662,REDINGTON GARDENS,Frognal,NW3 7XB,OPP 1,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525832,185995,-0.186208,51.558813,POINT (-0.186208 51.558813),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1382,WILLOW ROAD,Hampstead Town,NW3 1TJ,OUTSIDE 10,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,31/10/2021,526940,185862,-0.170281,51.557369,POINT (-0.170281 51.557369),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250275,BETTERTON STREET,Holborn and Covent Garden,WC2H 9BT,FRONT OF BETTERTON HOUSE,35/18,56,Generic LED Lighting,Lighting Column,500,No,,530261,181208,-0.124124,51.514789,POINT (-0.124124 51.514789),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
252759,AVENUE ROAD,Primrose Hill,NW8 6HP,O/S NO 69,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526995,183803,-0.170231,51.538853,POINT (-0.170231 51.538853),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250595,NEW OXFORD STREET,Bloomsbury,WC1A 1HH,FRONT OF N 116,35/18,152,Generic LED Lighting,Lighting Column,1000,No,25/10/2002,529893,181400,-0.129354,51.516599,POINT (-0.129354 51.516599),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245848,SOUTHAMPTON ROAD,Haverstock,NW5 4HG,O/S WORDSWORTH PLACE,35/18,93,Generic LED Lighting,Lighting Column,800,No,10/01/2000,527905,185089,-0.15665,51.550205,POINT (-0.15665 51.550205),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246599,ROCHESTER TERRACE,Kentish Town South,NW1 9JN,FRONT OF N 10,35/18,36,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529139,184515,-0.139073,51.544766,POINT (-0.139073 51.544766),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
241556,GOLDHURST TERRACE,South Hampstead,NW6 3HX,O/S 19A,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,526316,184537,-0.179753,51.545602,POINT (-0.179753 51.545602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
250316,BLOOMSBURY SQUARE,Bloomsbury,WC1A 2LP,BY 12,35/18,36,Generic LED Lighting,Lighting Column,500,No,24/11/2023,530311,181631,-0.123247,51.518579,POINT (-0.123247 51.518579),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
253233,ROYAL COLLEGE STREET,Camden Town,NW1 9RB,AT J/W FARRIER ST,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,529047,184417,-0.140434,51.543906,POINT (-0.140434 51.543906),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
249771,GOUGH STREET,Holborn and Covent Garden,WC1X 0DA,2ND FROM CALTHORPE STR.(SOUTH),35/18,48,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530901,182300,-0.1145,51.524455,POINT (-0.1145 51.524455),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241296,BOUNDARY ROAD,,,OPP. BLAIR COURT,35/18,29,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526660,183868,-0.175035,51.539512,POINT (-0.175035 51.539512),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241081,BLACK PATH,West Hampstead,NW6 1PF,R/O 183 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525381,184852,-0.193117,51.548641,POINT (-0.193117 51.548641),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246383,LADY MARGARET ROAD,Kentish Town North,NW5 2NG,BY 25,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529202,185357,-0.137855,51.552318,POINT (-0.137855 51.552318),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
252914,ABBEY ROAD,Kilburn,NW8 0BL,OPP NO 84-86,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,525897,183763,-0.186069,51.538739,POINT (-0.186069 51.538739),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250216,BEDFORD AVENUE,Bloomsbury,WC1B 3AS,BY 9,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,529844,181549,-0.130005,51.517949,POINT (-0.130005 51.517949),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243286,NORTH END,Hampstead Town,NW3 7HR,JUNCTION N. END AV.,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526143,186985,-0.181369,51.56764,POINT (-0.181369 51.56764),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1245,NEW OXFORD STREET,Bloomsbury,WC1A 1HD,FRONT OF N 108,35/18,152,Generic LED Lighting,Lighting Column,1000,No,31/08/2021,529917,181407,-0.129005,51.516656,POINT (-0.129005 51.516656),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
253100,HIGHGATE WEST HILL,Highgate,N6 6LU,AT J/W WITANHURST LANE,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,528201,187189,-0.151618,51.56901,POINT (-0.151618 51.56901),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
249614,BRITANNIA STREET,Kings Cross,WC1X 8BP,OPP N 46,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530543,182857,-0.119452,51.529543,POINT (-0.119452 51.529543),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247650,BAYHAM STREET,Regents Park,NW1 0JN,ON FLANK OF 86 PLENDER STREET,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529196,183546,-0.138606,51.536044,POINT (-0.138606 51.536044),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250572,NEW COMPTON STREET,Holborn and Covent Garden,WC2H 8AH,TOP OF ST,35/18,74,Generic LED Lighting,Lighting Column,600,Yes,,529963,181144,-0.12844,51.514282,POINT (-0.12844 51.514282),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247700,CAMDEN HIGH STREET,Camden Town,NW1 7PJ,O/S BANK,35/18,54,Generic LED Lighting,Lighting Column,1000,No,,528896,183874,-0.142809,51.539061,POINT (-0.142809 51.539061),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
253189,DELANCEY STREET,Regents Park,NW1 7NP,"O/S NO 25, AT J/W ALBERT ST",Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,528869,183584,-0.143305,51.536461,POINT (-0.143305 51.536461),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
243411,SOUTH HILL PARK,Hampstead Town,NW3 2SB,O/S Number 4,35/18,31,Generic LED Lighting,Lighting Column,,,31/12/2021,527283,185707,-0.165392,51.555899,POINT (-0.165392 51.555899),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
251298,BEDFORD ROW,Holborn and Covent Garden,WC1R 4JH,O/S 37-41,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,24/11/2023,530817,181741,-0.115918,51.51945,POINT (-0.115918 51.51945),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
246617,TORRIANO AVENUE,Kentish Town North,NW5 2SD,BY 112,35/18,102,Generic LED Lighting,Lighting Column,800,No,,529542,185269,-0.132987,51.55145,POINT (-0.132987 51.55145),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245899,VICAR'S ROAD,Gospel Oak,NW5 4NN,O/S CHURCH,35/18,39,Generic LED Lighting,Lighting Column,500,No,,528155,185299,-0.152969,51.552036,POINT (-0.152969 51.552036),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1097,ROSSENDALE WAY,Kings Cross,NW1 0XB,O/S 23,35/18,29,Generic LED Lighting,Lighting Column,600,No,31/08/2021,529455,184004,-0.134706,51.540101,POINT (-0.134706 51.540101),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242374,HEATH DRIVE,Frognal,NW3 7SN,O/S 9,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525562,185732,-0.190195,51.556509,POINT (-0.190195 51.556509),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248598,DRUMMOND STREET,Regents Park,NW1 2NT,O/S 62-64,35/18,31,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529236,182494,-0.138416,51.526581,POINT (-0.138416 51.526581),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1566,THE MOUNT,Hampstead Town,NW3 6ST,O/S NO 22,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,30/11/2021,526346,186000,-0.178795,51.558743,POINT (-0.178795 51.558743),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1315,LYNDHURST ROAD,Belsize,NW3 5BS,OPP NO 39,35/18,51,Generic LED Lighting,Lighting Column,600,No,30/09/2021,526610,185212,-0.175273,51.551602,POINT (-0.175273 51.551602),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243800,BELSIZE PARK,Belsize,NW3 4ED,O/S NO 38,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,526792,184702,-0.172833,51.546978,POINT (-0.172833 51.546978),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248022,ROYAL COLLEGE STREET,Camden Town,NW1 9LT,FRONT OF N 223,35/18,110,Generic LED Lighting,Lighting Column,500,No,31/12/2021,529170,184218,-0.138735,51.54209,POINT (-0.138735 51.54209),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250065,THANET STREET,Bloomsbury,WC1H 9QL,OPP. SINCLAIR HSE,35/18,42,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530106,182667,-0.125818,51.527936,POINT (-0.125818 51.527936),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242340,FROGNAL WAY,Frognal,NW3 6XE,O/S NO 14,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,10/01/2000,526214,185521,-0.18087,51.554468,POINT (-0.18087 51.554468),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
251758,THEOBALD'S ROAD,Holborn and Covent Garden,WC1B 4AR,O/S HOTEL,35/18,110,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530468,181701,-0.12096,51.519172,POINT (-0.12096 51.519172),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243193,HEATH STREET,Hampstead Town,NW3 1DT,O/S NO 122,35/18,61,Generic LED Lighting,Lighting Column,800,No,21/10/2000,526364,186106,-0.178498,51.559691,POINT (-0.178498 51.559691),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243806,BELSIZE PARK,Belsize,NW3 4DU,OPP. NO. 13,35/18,42,Generic LED Lighting,Lighting Column,800,No,31/12/2021,526890,184864,-0.171362,51.548412,POINT (-0.171362 51.548412),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245413,CLARENCE WAY,Camden Town,NW1 8DE,O/S SCHOOL,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,10/02/2000,528665,184422,-0.145938,51.544038,POINT (-0.145938 51.544038),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249442,WHITFIELD PLACE,Bloomsbury,W1T 5JU,IN CORNER TO THE SIDE OF NO 1-8,35/18,29,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529266,182184,-0.138097,51.523788,POINT (-0.138097 51.523788),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243420,SOUTH HILL PARK,Hampstead Town,NW3 2SS,O/S 79,35/18,46,Generic LED Lighting,Lighting Column,500,No,31/12/2021,527443,185975,-0.162988,51.558272,POINT (-0.162988 51.558272),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248727,GRANARY STREET,St Pancras and Somers Town,NW1 1UL,NEAR CORNER,35/18,41,LED Street Lights,Lighting Column,800,No,,529694,183707,-0.131371,51.537377,POINT (-0.131371 51.537377),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
262071,REGENT'S PARK ROAD,Primrose Hill,NW1 8UD,ON C/I OPP MARION HSE AT J/W FITZROY RD,Continuous,3,LED Belisha Beacons (undimmed),Ministry Post,400,No,,527972,183838,-0.156139,51.538947,POINT (-0.156139 51.538947),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
244834,LANGBOURNE AVENUE,Highgate,N6 6AL,FRONT N 14,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,528277,186574,-0.150746,51.563466,POINT (-0.150746 51.563466),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244239,PRIMROSE HILL ROAD,Primrose Hill,NW8 7ED,OPP HILL VIEW BUILDING,35/18,56,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,527735,183967,-0.159507,51.54016,POINT (-0.159507 51.54016),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
246365,KENTISH TOWN ROAD,Camden Town,NW1 9PQ,O/S 39,35/18,110,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528940,184157,-0.142072,51.541594,POINT (-0.142072 51.541594),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
249211,GRAFTON WAY,Bloomsbury,W1T 5DL,O/S NO 52,35/18,39,Generic LED Lighting,Lighting Column,800,Yes,24/11/2023,529294,182159,-0.137703,51.523557,POINT (-0.137703 51.523557),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
259886,GATE STREET,Holborn and Covent Garden,WC2B 6AQ,SIDE OF 98,35/18,30,Generic LED Lighting,Wall Light,,,,530552,181480,-0.119832,51.517166,POINT (-0.119832 51.517166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
250734,SHORTS GARDENS,Holborn and Covent Garden,WC2H 9AH,NEAR EXIT GATE,35/18,42,Generic LED Lighting,Lighting Column,600,No,24/11/2023,530269,181265,-0.123988,51.515299,POINT (-0.123988 51.515299),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249210,GRAFTON WAY,Bloomsbury,W1T 5DA,O/S NO 31 (PUB),35/18,110,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529309,182159,-0.137487,51.523554,POINT (-0.137487 51.523554),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245599,HOLMES ROAD,Kentish Town South,NW5 3AA,OUTSIDE 19,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528925,185017,-0.141973,51.549326,POINT (-0.141973 51.549326),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
240605,FORDWYCH ROAD,Fortune Green,NW2 3TG,O/S 42,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,524712,184906,-0.202742,51.549274,POINT (-0.202742 51.549274),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
243456,SPANIARDS ROAD,Hampstead Town,NW3 1EA,J/W NORTH END WAY,35/18,99,Cosmopolis,Lighting Column,800,No,10/01/2000,526289,186437,-0.17946,51.562683,POINT (-0.17946 51.562683),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248480,CHALTON STREET,St Pancras and Somers Town,NW1 1HH,OPP 94,35/18,31,Generic LED Lighting,Lighting Column,800,No,,529719,182968,-0.131283,51.53073,POINT (-0.131283 51.53073),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
488,HAVERSTOCK HILL,Haverstock,NW3 2BE,O/S CHURCH L.H.S,35/18,42,Generic LED Lighting,Lighting Column,800,Yes,05/10/2018,527933,184632,-0.156412,51.546092,POINT (-0.156412 51.546092),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
253217,CAMDEN PARK ROAD,Camden Square,NW1 9AU,O/S NO 1 AT J/W YORK WAY,Continuous,3,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,529996,184647,-0.126672,51.545755,POINT (-0.126672 51.545755),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
788,HUNTLEY STREET,Bloomsbury,WC1E 6JL,S/O NO 31 UNIVERSITY ST (PUB),35/18,56,Generic LED Lighting,Lighting Column,500,No,10/01/2000,529457,182176,-0.135349,51.523673,POINT (-0.135349 51.523673),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
253089,HIGHGATE ROAD,Kentish Town North,NW5 1TR,OPP J/W LITTLE GREEN ST,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,528655,185710,-0.145612,51.555615,POINT (-0.145612 51.555615),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
248390,ALDENHAM STREET,St Pancras and Somers Town,NW1 1PU,O/S FLATS,35/18,29,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529569,183123,-0.133387,51.532158,POINT (-0.133387 51.532158),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245424,CROGSLAND ROAD,Haverstock,NW5 3PU,J/W PRINCE OF WALES RD,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528235,184605,-0.152069,51.54578,POINT (-0.152069 51.54578),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
